user_id,photo_id
1921964713,34558745124
1921964713,33438875770
1921964713,32237933832
1921964713,31940659720
1921964713,33001529402
1921964713,31893102785
1921964713,32050747667
1921964713,32213555471
1921964713,34444805124
1921964713,33112718005
1921964713,35177733479
1921964713,33567636837
1921964713,33702041397
1921964713,33770583523
1921964713,34791146947
1921964713,33860488394
1921964713,31857700383
1921964713,32054285308
1921964713,33392680828
1921964713,35089483455
1921964713,35334905619
1921964713,31869765028
1921964713,31743446234
1921964713,31869988024
1921964713,32812932604
1921964713,33503232916
1921964713,33450651389
1921964713,35197472281
1921964713,31936524513
1921964713,34004973130
1921964713,13179075157
1921964713,32315594002
1921964713,35156818784
1921964713,33438298669
1921964713,31804793870
1921964713,32740270403
1921964713,31933260344
1921964713,34490719254
1921964713,35043946011
1921964713,34188025140
1921964713,31899796597
1921964713,35052644547
1921964713,31785450840
1921964713,33642549343
1921964713,34385298660
1921964713,34917301591
1921964713,33573896434
1921964713,32876630452
1921964713,33173477592
1921964713,33611774640
1921964713,31692085967
1482075312,33944941916
1482075312,33978362674
1482075312,33839797184
1482075312,33327018828
1482075312,33683952029
1482075312,31720549526
1482075312,32304833567
1482075312,31760250701
1482075312,32209259559
1482075312,32356839474
1482075312,33915095249
1482075312,30530009329
1482075312,33641836968
1482075312,31684870501
1482075312,31988317041
1482075312,33836325315
1482075312,31933495416
1482075312,32748011810
1482075312,31873535644
1482075312,35156818784
1482075312,32604568392
1482075312,34040507693
1482075312,33730135291
1482075312,31980158002
1482075312,33077433145
1482075312,30751594584
1906886694,31804793870
1906886694,32372789281
1906886694,32243833518
1906886694,31894526565
1906886694,31980717377
1906886694,32044505698
1906886694,31919044334
1912573643,31875821236
1912573643,34138464746
1912573643,33603687438
1912573643,33925339846
1912573643,34659109772
1912573643,33369423644
1912573643,32422877790
1912573643,32373694314
1912573643,31828816982
1912573643,33429021787
1912573643,35252558886
1912573643,32569811763
1912573643,33595441375
1912573643,33922821645
1912573643,34831283859
1912573643,32844581606
1912573643,35310811260
1912573643,32164530878
1912573643,33394498671
1912573643,32163273535
1912573643,33369771756
1912573643,32285498079
1912573643,32618938621
1912573643,35270348217
1912573643,32556549211
1912573643,34167424942
1662965987,33339938355
1662965987,30754928786
1662965987,33921459023
1662965987,33121443922
1662965987,33467650130
1662965987,33512419613
1662965987,34128828859
1662965987,35405882563
1452558562,33727498141
1452558562,31893102785
1452558562,32448171441
1452558562,33455636768
1452558562,31777316680
1452558562,32777598562
1452558562,35446065478
1452558562,33252543742
1452558562,33463273630
1452558562,34782261478
1452558562,34107492198
1452558562,33480925779
1452558562,31911813861
1452558562,33388006756
1452558562,33668534312
1452558562,34015136027
1747318371,32212439640
1747318371,33340591979
1747318371,35441135011
1747318371,32160051300
1747318371,31859659239
1747318371,31847626839
1747318371,31699107229
1747318371,33191452679
1747318371,33458481740
1747318371,33223175646
1747318371,35104976530
1868935568,31727028328
1868935568,31782490549
1868935568,31802263149
1868935568,31857700383
1868935568,31872143240
1868935568,29991686172
1868935568,31632961352
1868935568,31609159346
1868935568,30547883849
1868935568,31692085967
1868935568,31951395872
1868935568,31864196311
1868935568,31829906574
1868935568,31494505225
1868935568,32044443579
1868935568,31856795877
1868935568,30260169640
1868935568,31836282992
1868935568,31045327649
1868935568,31082382262
1868935568,31860068994
1868935568,32186009915
1868935568,31865140452
1868935568,32556549211
1868935568,31654059507
1868935568,31637971836
1483315405,31175738081
1483315405,31877316613
1483315405,31933471377
1483315405,34107688169
1483315405,33292270950
1483315405,34402699141
1483315405,32339207684
1483315405,35372810317
1483315405,35359665077
1501766613,33438875770
1501766613,31985517659
1501766613,35090493910
1501766613,33457747790
1501766613,33629260301
1501766613,33624687661
1501766613,31861192305
1501766613,33644551002
1501766613,31790142827
1501766613,33484068766
1501766613,33544467705
1501766613,33672940896
1501766613,34048996781
1501766613,33484932061
1501766613,33746248117
1501766613,35507270252
1501766613,33553390787
1501766613,33487182387
1501766613,32137750342
1501766613,33314248749
1501766613,32104640282
1501766613,32149824018
1501766613,33513792425
1501766613,32302595273
1501766613,34926447459
1501766613,33877664541
1501766613,35300638798
1501766613,35462258025
1501766613,33407823384
1501766613,32088637256
1501766613,32541235336
1501766613,31743515395
1501766613,31608823250
1501766613,33834137629
1501766613,32159670063
1501766613,33560906638
1501766613,32994294538
1501766613,33627497179
1501766613,33545448636
1883904029,31294775030
1883904029,34019840214
1883904029,33605502017
1883904029,33516466935
1883904029,35158992266
1883904029,35273263753
1883904029,34135559044
1883904029,32219304436
1883904029,35166565806
1883904029,35317159213
1883904029,35493928688
1883904029,34029490004
1883904029,33686087631
1883904029,33489352282
1863415474,31969236609
1863415474,33405661702
1863415474,34687240365
1863415474,35390255931
1863415474,33589660532
1863415474,35082538631
1863415474,33592033737
1863415474,33610267862
1863415474,32607095055
1863415474,35105012541
1863415474,33860419002
1863415474,35317221133
1863415474,32164530878
1863415474,34540463364
1863415474,33573983998
1863415474,35064626077
1863415474,33555641038
1863415474,32729771675
1863415474,32186009915
1863415474,35114693481
1863415474,31761504356
1863415474,33547471707
1863415474,32051268313
1863415474,34446693935
1863415474,33810365854
1513635104,32482840381
1513635104,33836369996
1513635104,31836606072
1513635104,31033764865
1513635104,33998892503
1513635104,33487020068
1513635104,34607899132
1513635104,33602420990
1513635104,34707236740
1513635104,31876720480
1513635104,31952333155
1513635104,34011820620
1513635104,31900068540
1513635104,31721441961
1513635104,32008843069
1513635104,31961784655
1513635104,34382921805
1513635104,33425846575
1852749682,34711899869
1852749682,33511824308
1852749682,34551032673
1852749682,31636667364
1852749682,33428195760
1852749682,31817932202
1852749682,33167071682
1852749682,33469122288
1852749682,31731300609
1852749682,33416025324
1852749682,31870364178
1852749682,33119482012
1852749682,35061567317
1852749682,32039004239
1852749682,32962914868
1852749682,33416477385
1852749682,31988317041
1852749682,33567834738
1852749682,33513792425
1852749682,35033563431
1852749682,35509357267
1852749682,33450651389
1852749682,31950821478
1852749682,31900008931
1852749682,33290624744
1852749682,32472900615
1852749682,35374713627
1852749682,33436623629
1852749682,33607701746
1852749682,35082021564
1852749682,31953151140
1852749682,33492701787
1852749682,33507653160
1852749682,31767041411
1852749682,35446065478
1852749682,33573896434
1852749682,33099099640
1852749682,33194981750
1572108850,33986722773
1572108850,31639374426
1572108850,33215706975
1572108850,35244966447
1572108850,32530729920
1867361715,35032673538
1867361715,32569811763
1867361715,32597591988
1867361715,33560581986
1867361715,32231763036
1867361715,32883159117
1867361715,33098258071
1867361715,33930449436
1867361715,33090215286
1867361715,33851724749
1867361715,31728993056
1867361715,33724892443
1867361715,35178726699
1867361715,32612653062
1867361715,31961784655
1867361715,33123921604
1867361715,33240571128
1867361715,31933471377
1867361715,32186009915
1867361715,32759390676
1867361715,35086251035
1867361715,32863594703
1867361715,32536429501
1867361715,35089333129
1867361715,33783181304
1867361715,35359665077
1592718772,33339083770
1592718772,32071019171
1592718772,31145063234
1592718772,33532402074
1592718772,35546944734
1630320207,33410654543
1630320207,32047146124
1630320207,33283559718
1630320207,33450999137
1630320207,34694339695
1630320207,33424343073
1630320207,31843421221
1630320207,33812401511
1630320207,33714279928
1630320207,32023677816
1630320207,32435013330
1630320207,34106784354
1630320207,35245688992
1630320207,35441135011
1630320207,32845459489
1630320207,32277159901
1630320207,33598686638
1630320207,34481801190
1630320207,32338558993
1630320207,35340249094
1630320207,31788632672
1630320207,31726426476
1630320207,33032933007
1630320207,32376224571
1630320207,35331306941
1630320207,32122579736
1630320207,35131476827
1630320207,32268389943
1630320207,33426458186
1630320207,35320972918
1630320207,35110816164
1630320207,31637944168
1630320207,35390253818
1630320207,31949459404
1630320207,34997569353
1630320207,32578052875
1630320207,31953151140
1630320207,32166232691
1630320207,32590153779
1630320207,33455636768
1630320207,32401871663
1630320207,32304220885
1630320207,34052533715
1630320207,33287650278
1630320207,35513183557
1630320207,33183395376
1499305275,31897656877
1499305275,31877316613
1499305275,34772343159
1499305275,32556549211
1499305275,33785135909
1499305275,33479571968
1499305275,35359665077
1499305275,33629885079
1850707962,32135177694
1850707962,33795871548
1850707962,34029526478
1850707962,34053239753
1850707962,32641556419
1850707962,32116155651
1850707962,33892335739
1850707962,32013765841
681221390,31713767307
681221390,33249537663
681221390,34079308635
681221390,35231818898
681221390,35242688656
681221390,33254121041
681221390,33287561714
681221390,34900363353
