0,3094
0,8733
0,8490
0,8341
0,4093
0,8312
0,6986
0,7063
0,10388
0,4123
0,7862
0,5916
0,10173
0,2840
0,6310
0,6089
0,6871
0,834
0,3721
0,6812
0,3723
0,4041
0,8778
0,2639
0,9262
0,8340
0,6174
0,3489
0,525
0,4848
0,4235
0,217
0,5627
0,6918
0,4701
0,7795
0,4654
0,8317
0,3161
0,211
0,1012
0,4687
0,1429
0,10096
0,5660
0,4144
0,996
0,6788
1,1216
1,2969
1,2887
1,8686
1,4401
1,5275
1,9817
1,5285
1,9795
1,2293
1,1199
1,6693
1,5261
1,8367
1,6068
1,5388
1,7162
1,8296
1,4848
1,7136
1,4613
1,10185
1,5411
1,736
2,217
2,5542
2,2268
2,5364
2,5413
2,5449
2,2094
3,3724
3,1300
3,988
3,2940
3,4730
3,2591
3,3957
3,5543
3,10018
3,10538
3,2344
3,4547
3,7775
3,4046
3,10561
3,8462
3,835
3,3875
3,4200
3,7080
3,4005
3,3289
3,600
3,10366
4,808
4,5187
4,2933
4,9944
4,5846
4,10066
4,3032
4,5000
5,8312
5,5560
5,10027
5,3669
5,2405
5,3401
5,4167
5,886
5,1410
5,3026
5,8759
5,3743
5,5796
5,7486
5,6178
6,2259
6,2573
6,5028
6,8458
6,254
6,5332
6,3646
6,2522
6,8747
6,2534
6,10463
7,3654
7,207
7,5303
7,6871
7,267
7,6673
7,8204
7,63
7,6788
7,9667
7,2022
7,9573
7,2179
7,250
7,6682
7,233
7,9542
7,5206
7,2048
7,9787
7,263
7,600
7,154
7,152
8,6726
8,8299
8,314
8,6222
8,9978
8,4690
8,531
8,10605
8,3345
9,8733
9,2138
9,3186
9,2641
9,4369
9,5340
9,5955
9,3674
9,2661
9,5902
9,5974
9,1281
9,4274
9,6014
9,5077
9,7407
9,5860
9,8447
9,2564
9,7015
9,5491
9,7384
9,3924
9,1430
9,1178
9,1601
9,9415
9,7317
9,2207
9,3988
9,183
9,5242
9,2883
9,7036
9,4327
9,5694
9,1002
9,5904
10,9554
10,9070
10,4358
10,10070
10,10493
10,3290
10,10363
10,3905
10,1530
10,3321
10,5067
10,2997
10,1042
10,8767
11,5403
11,4221
11,1398
11,4988
11,8826
11,3178
11,977
11,2746
11,615
11,7821
11,6087
11,4933
11,8462
11,7745
11,2721
11,3167
11,8807
11,7157
11,9787
11,4811
11,5288
11,8805
11,403
11,6267
11,4475
12,3975
12,6069
12,6855
12,6719
12,9054
12,4277
12,4719
12,4353
12,1403
12,6883
12,8353
12,9060
12,9684
12,171
12,2153
12,3779
12,1350
12,856
13,4736
13,10065
13,1371
13,151
13,2624
13,5310
13,756
13,10037
13,5280
13,6878
13,4125
13,9204
13,6978
13,4080
13,2613
13,8367
13,8814
13,7384
13,6331
13,3456
13,2639
13,3773
13,6899
13,5772
13,3971
13,9356
13,10022
13,7441
13,9702
13,905
13,10059
13,6819
13,3401
13,10096
13,8635
13,2525
14,2979
14,3633
14,2532
14,3984
15,1445
15,2344
15,7135
15,4326
15,2264
15,2437
15,5712
15,2945
15,4111
15,2895
15,1973
15,8899
15,619
15,3779
15,746
15,9968
15,314
15,9787
15,5633
15,6347
15,689
15,2338
15,7813
15,4455
15,3345
16,2571
16,6993
16,9552
16,10074
16,1789
17,10010
17,6984
17,4179
17,5835
17,10409
17,4228
17,5327
17,7565
17,4418
17,5440
17,569
17,4642
17,7891
17,5028
17,684
17,9810
17,7437
17,6276
17,2290
17,1626
17,6830
17,8229
17,9928
17,2297
17,1621
17,3855
17,3212
17,3915
17,2621
17,7933
17,4809
17,9589
17,324
17,3148
17,5591
17,9702
17,471
17,607
17,10027
17,558
17,9816
17,6200
17,799
17,5086
17,2516
18,8315
18,8299
18,3119
18,600
18,8928
18,4271
18,3345
19,7023
19,8935
19,2998
19,7676
19,4008
19,443
19,2920
19,5435
20,169
20,9971
20,7690
20,6423
20,7888
20,4168
20,8675
20,3134
20,9711
20,9138
20,7176
21,5087
21,6688
21,2087
22,10386
22,4173
22,4306
22,701
22,1710
22,3922
22,4053
22,5584
22,7120
22,4368
22,8807
22,1255
22,3779
22,3294
23,6338
23,6823
23,7275
23,5824
23,399
23,2155
23,6943
23,6364
24,1973
24,7817
24,5932
25,3724
25,7777
25,8733
25,8367
25,4041
25,314
25,7956
25,4197
25,10707
25,7357
26,2124
26,4647
26,10029
26,5954
26,3828
26,10707
26,8795
26,6788
26,10319
27,2124
27,314
27,4933
27,9262
27,6776
27,1710
27,3368
27,7285
27,7681
28,4859
28,6880
28,726
28,4638
28,4600
28,333
28,9934
28,2590
28,4947
28,8770
28,10604
28,3721
28,10062
28,8630
28,2639
28,10135
28,2430
28,171
28,9542
28,1446
28,2211
28,4647
28,6590
28,7985
28,3948
28,386
28,5854
28,9851
28,4178
29,610
29,9826
29,8299
29,7727
29,2313
29,10436
29,8243
29,2009
29,7888
29,5275
29,6243
29,7724
29,2118
29,10134
29,858
29,686
29,5366
29,8502
29,9998
29,2472
29,4695
29,2714
29,5657
29,2883
29,438
29,10008
29,4370
29,918
29,2462
29,8735
29,816
29,2688
29,4020
29,1348
30,456
30,8367
30,3073
30,10504
30,4430
30,4859
30,7384
30,8561
30,3186
30,5206
30,4799
30,2772
30,4476
30,870
30,1539
30,991
30,961
30,1872
31,430
31,3186
31,4221
31,5275
31,718
31,5440
31,6377
31,4042
31,9571
31,720
31,1153
31,8404
31,10236
31,9150
31,5783
31,1710
31,9880
31,7362
31,665
31,10421
31,4606
31,9748
31,7562
31,7547
31,1291
31,5961
31,10184
32,9859
32,7307
32,3186
32,8979
32,10342
32,7937
32,6196
32,3083
32,378
32,2520
32,10085
32,2133
32,2628
32,3877
32,7714
32,8756
32,8507
32,4313
32,6913
32,9861
32,7319
32,7099
32,7821
32,4820
32,9854
32,10373
32,6332
32,817
32,395
32,6125
32,2153
32,1175
32,10421
32,2646
32,1205
32,9148
32,7258
32,10644
32,307
32,5899
32,1184
32,6091
32,3995
32,4633
32,10020
32,4475
33,4666
33,7384
33,2124
33,719
33,387
33,7360
33,6100
34,2041
34,4093
34,9235
34,9616
34,5757
34,4214
34,4731
34,7593
34,2863
34,5902
34,9179
34,4042
34,1753
34,3721
34,6223
34,7779
34,1289
34,4075
34,6847
34,3779
34,10139
34,4076
34,10501
34,9996
34,2989
34,1394
35,1319
35,1169
35,711
35,1580
35,8030
35,1530
35,3246
35,6062
35,2945
35,1042
36,3855
36,4333
36,8228
36,2101
36,8188
37,360
37,1909
37,4888
38,10436
38,4638
38,7408
38,5526
38,9934
38,4326
38,8228
38,502
38,7967
38,9574
38,7509
38,10612
38,1326
38,8367
38,1381
38,1973
38,250
38,4257
38,10218
38,619
38,188
38,5996
38,7130
38,4220
38,4157
39,9193
39,8299
39,1322
39,719
39,8778
39,4933
39,8525
39,1306
39,5366
39,10133
39,4776
39,1064
39,4636
39,5855
40,63
40,4547
40,2344
40,886
41,10104
41,4547
41,9627
41,9229
41,5499
41,2997
41,63
41,9084
42,840
42,937
42,8223
42,9985
42,4501
42,1392
42,4024
42,6174
